"gene_symbols","lfc","WT_expression","KO_expression"
"Gnai3",0.067254629810634,34.031189,32.328543
"Pbsn",0,0,0
"Cdc45",-0.104404831972481,0.945245,1.895981
"Scml2",-0.188214021145093,0,0.204856
"Apoh",-0.447554843436055,1.487107,12.031902
"Narf",0.171300743210908,14.723439,11.130601
"Cav2",-0.369337201665065,39.640257,61.942078
"Klf6",-0.341938267423867,31.220369,48.089908
"Scmh1",-0.22583138908881,6.773597,12.174174
"Cox5a",-0.143776565008238,169.990428,209.482275
"Tbx2",-0.162386315004833,13.629762,17.722813
"Tbx4",-0.118020146504912,0,0.119734
"Zfy2",0,0,0
"Ngfr",0.281627739882587,1.347209,0.166882
"Wnt3",-0.0355934334579295,0,0.010439
"Wnt9a",0.146352017857726,0.93233,0.327011
"Fer",-0.00897763396641871,8.407937,8.771235
"Xpo6",-0.042722492987469,17.828248,19.280303
"Tfe3",0.271163554244678,29.215942,20.936777
"Axin2",-0.057103566881727,1.73536,2.424566
"Brat1",0.0265719000414979,5.710397,5.490356
"Gna12",-0.202731927440158,31.292736,40.314318
"Slc22a18",-0.0611752580974283,25.024363,28.559834
"Itgb2l",0,0,0
"Igsf5",-0.0689633414297983,12.102477,14.150445
"Pih1d2",-0.213371495553583,0,1.339503
"Dlat",-0.57816827284087,16.984206,36.769815
"Sdhd",-0.0168343195995959,121.074567,126.536814
"Fgf23",-0.0355934334579295,0,0.018696
"Fgf6",0,0,0
"Ccnd2",0.547807721030917,81.866073,50.344263
"Gpr107",0.117670571493482,25.39549,22.152243
"Nalcn",-0.112530645214012,0,0.043211
"Btbd17",-0.0616465086964828,0,0.032301
"Slfn4",-0.0183416728217942,0.414661,0.489067
"Th",0,0,0
"Ins2",0,0,0
"Scnn1g",-0.246546225877292,26.057182,36.342006
"Drp2",0,0,0
"Tspan32",0.0370730797400771,8.483859,7.875607
"Lhx2",-0.128294926531119,0,0.186038
"Clec2g",0,0,0
"Gmpr",-0.172177318534859,10.611745,16.372143
"Glra1",0,0,0
"Mid2",0.208759684821679,9.021837,5.997705
"Trim25",0.00569592229487448,23.306713,23.838418
"Dgke",0.0767426757808671,3.475072,2.946073
"Scpep1",-0.274464445903146,19.997692,31.479312
"Mnt",-0.0100236489208232,6.280017,6.560047
"Itgb2",0.225905776691246,37.808705,29.269503
"Hddc2",0.177957564072793,15.29298,8.323869
"Tpd52l1",0.0723457612914906,18.123178,15.18954
"Pemt",-0.174269951881728,0,1.34299
"Cdh1",-0.170546967554575,43.228567,52.249122
"Cdh4",-0.363768999978978,0,0.929809
"Ckmt1",-0.128732276314253,38.362615,48.095057
"Bcl6b",0.00392700703076976,13.889039,14.126781
"Clec10a",0.142183077575638,5.65471,3.14117
"Alox12",0.117081528279103,4.673437,3.352177
"Comt",-0.240097066364784,32.521663,47.617499
"Rtca",-0.243469968888569,4.2015,9.776019
"Dbt",-0.133156250421354,17.343232,21.601359
"Dazap2",0.206719741792307,141.962126,119.81239
"Mcts1",-0.0652522213183957,20.470073,25.256564
"Rem1",0.0457748785795715,5.001032,4.303687
"Rnf17",-0.0711814520842839,0,0.132163
"Trappc10",-0.116320109085425,15.619127,18.666243
"Ccm2",0.0121946241807578,33.328941,33.385181
"Wap",0,0,0
"Tbrg4",0.429774583126742,41.130123,18.906896
"Tmprss2",-0.380206336171133,22.831545,37.691965
"Mx1",0.0513536989463557,1.201826,0.806244
"Fap",-0.198025385733539,0,0.692762
"Gcg",0,0,0
"Ndufa9",-0.0404721317471726,57.328696,62.35342
"Egfl6",-0.2016904828628,11.04501,16.28232
"Lck",0.471816521115279,65.14992,36.739569
"Tssk3",-0.0503354398648348,0,0.056201
"Cttnbp2",-0.364099035704211,3.201543,8.036797
"Galnt1",-0.114971983167479,29.168415,34.19875
"Myf5",0,0,0
"Mkrn2",-0.46813295805992,6.008955,14.51611
"Pparg",-0.138942452577597,1.866075,3.690739
"Raf1",-0.17957409006671,27.876525,35.932505
"Septin1",0.35874305171612,74.546871,46.168063
"Pdgfb",-0.294801269896306,15.41624,25.071621
"Acvrl1",0.300285165998993,28.834216,18.349234
"Tamalin",-0.126713905354706,3.981342,6.180218
"Acvr1b",-0.310289967229954,6.881307,11.968861
"Tom1l2",0.300229992084271,51.384183,37.556072
"Gpa33",-0.0871746986997985,0,0.089111
"Zfp385a",-0.0187689595825269,3.474019,3.805399
"Itga5",-0.1094695760997,14.710093,17.486964
"Gabra2",0,0,0
"Wdr77",-0.0414773513393598,11.275631,12.565603
"Adora3",0.0167511758826286,1.444009,1.314939
"Atp5pb",-0.0118672253397563,155.993121,161.69993
"Sox9",-0.241131760971591,0,0.350362
"Hnrnpd",0.0722903859602226,38.68483,35.203868
"Dynlt1c",-0.285964676803779,2.936823,7.712603
"C1d",-0.525727175439732,8.891511,26.142835
"Gm2a",0.152709745207661,40.664783,35.45648
"Krit1",0.166323501814178,16.444889,12.960713
"Clcn4",-0.136922391314098,14.716865,18.182696
"Vmn2r88",0,0,0
"Grm6",-0.0711814520842839,0,0.079231
"Sema4f",0.105212939045003,1.867994,1.24548
"Hk2",-0.190291641184771,0.818722,1.752525
"Myo18a",-0.478745333905559,28.375388,46.694783
"Sez6",-0.0355934334579295,0,0.009919
"Haao",0.200567438787006,30.613911,19.646446
"Cd52",0.491680346433361,359.973112,195.78871
"Abhd15",0.021512485763413,2.956538,2.795604
"Hoxb6",0.0450986274867127,13.257974,12.093803
"Loxl3",0.370994492067229,5.835593,0.739213
"Tcl1b5",0,0,0
"Btn1a1",0,0,0
"Kat2b",-0.140352470948368,21.830719,26.634568
"Rab5b",5.03626654513312e-06,52.318875,53.579656
"Cryba1",0,0,0
"Dnmt3l",-0.0503354398648348,0,0.066693
"Aire",-0.0616465086964828,0,0.06408
"Icosl",-0.0500989764416726,9.582544,10.940933
"Spg7",-0.182764663400526,16.729045,24.106837
"Sult5a1",-0.163026986243814,0,0.853214
"Rpl13",0.0914654640741706,473.325471,445.704993
"Chmp1a",-0.0630540450156118,20.345879,23.151551
"Rpa1",-0.050231369900791,26.770702,29.213417
"Serpinf1",0.0314388990827688,10.34586,9.438206
"Tubgcp3",-0.255588951385889,7.863924,12.754776
"Oprm1",-0.0503354398648348,0,0.049365
"Polr3d",0.286081061791988,11.461968,4.637015
"Tcf7",0.106510678057289,33.496665,29.495666
"Ddx3x",0.00570940548666599,68.983104,70.351788
"Il12rb1",-0.0340560924046827,0.57279,0.761641
"Slc5a5",0,0,0
"Kcnn3",-0.230432638234944,0,0.274429
"Usp32",-0.199683428825084,10.993594,14.646309
"Car4",-0.0524531707873184,24.087727,27.45351
"Txnrd3",0.00976941871665815,3.312014,3.284721
"Fasl",0.38462287531998,15.177435,1.65191
"Zfp512b",-0.354220156217846,6.048623,11.8248
"Dnajc5",0.222739369739656,39.894652,31.308046
"Tpd52l2",-0.44548600736117,19.186655,40.784185
"Fmr1",0.028370879646241,18.972791,18.614166
"Bcl11a",0.0633934813865693,7.955794,7.28354
"Il4",-0.0616465086964828,0,0.2313
"Pxmp4",0.334269803220614,23.058929,12.978082
"Dlg3",0.0553384248635602,6.530527,5.85078
"Gnb1l",-0.367198714879267,0,2.14248
"Dbh",0,0,0
"Mmp11",0.49628586583149,20.14939,4.502251
"Smarcb1",-0.0361029417812748,22.559077,24.586771
"Vpreb3",-0.249571236550983,7.102214,21.351911
"Hip1r",-0.566610903375595,7.760617,18.341501
"Nsun5",0.135942957983749,8.079232,4.151733
"Top1mt",0.0976573818496469,4.288572,2.974984
"Hoxa10",0.181797208214908,17.591955,12.196044
"Hoxa4",0.0199310686455512,1.050375,0.910816
"Gm38393",-0.0242633581573308,0.388568,0.485369
"Mmp14",-0.290550890341063,4.861771,10.192272
"Slc7a7",-0.125151938609973,46.704706,56.415277
"Oxa1l",-0.0578133600583719,18.233438,20.580942
"Heatr6",0.449143755216008,14.658621,5.880571
"Ccl3",-0.0272221861717092,2.638135,3.322822
"Wfdc18",0,0,0
"Icam4",-0.0711814520842839,0,0.158553
"Ilf2",-0.136015098331676,14.381006,19.035009
"Chtop",-0.0733519319085207,34.591347,38.858487
"Snapin",0.318867097116991,29.78336,16.063275
"S100a4",0.240397093310184,97.710359,59.046089
"S100a3",-0.0711814520842839,0,0.231071
"S100a5",0.250370332338635,6.953549,0
"S100a6",0.560574401412573,99.758274,28.498091
"Scn4a",-0.0508781513889378,0.452987,0.60788
"Icam2",0.296421109106436,81.30425,52.194889
"Mapk7",0.198591135080378,9.952909,6.133615
"Epn2",-0.165277581272425,12.680131,16.652551
"B9d1",0.193188112116875,14.480882,6.867963
"Sec24b",-0.191723350372074,9.417856,13.045654
"N4bp3",-0.096816651273592,9.41488,11.919296
"Rmnd5b",-0.00559450675400086,12.545497,12.999823
"Nhp2",0.19483814514151,26.743363,16.78451
"Vps9d1",-0.103113350999239,9.847157,12.637539
"Zfp276",-0.0828758581957842,5.731499,7.120265
"C1ql4",-0.0616465086964828,0,0.071276
"Mfsd10",-0.315718043644933,3.422731,9.872312
"Luzp1",0.167438158786029,16.98828,13.993347
"Slc13a2",-0.0995114943781896,1.976088,3.069698
"Kctd10",0.232148331014598,41.197608,31.37431
"Poldip2",-0.123177217669461,32.479575,39.325579
"Sebox",0,0,0
"Ift20",-0.0197930834936564,20.883623,22.599178
"Col6a1",-0.159568132179931,2.233508,3.675562
"Pcbp3",0.19931616805493,13.989178,8.162354
"Lgals9",0.0831412281738384,51.064122,46.559075
"Araf",0.211063727209465,41.655703,31.209735
"Cfp",-0.31332784820912,16.308096,29.874826
"Timp1",0.126795167653092,2.350687,0.600208
"Uxt",0.146045717723304,29.590059,18.414108
"Cnnm3",0.260908596540935,25.823387,16.072899
"Lman2l",-0.58426724917928,3.723051,15.10754
"Mcm3ap",0.224323720060529,10.83274,7.932515
"Pcnt",0.107086576116226,6.929627,6.00682
"Ftcd",-0.146696002846049,0,0.295773
"Mxd1",-0.181092144867094,6.125851,8.875663
"Gmcl1",0.132231173361244,12.97543,10.207332
"Snrnp27",0.159020902195426,34.43713,23.784132
"Oas1c",0.250022482487699,7.147831,1.410528
"Oas1h",0,0,0
"Ocrl",-0.207446037726134,3.731012,5.998315
"Calm1",0.248384131526638,169.759702,141.453199
"Agpat3",0.0104977858659101,91.830156,92.966616
"Slc26a3",0,0,0
"Sema6b",-0.300198236288141,2.459362,5.994866
"Uhrf1",-0.167371093947926,5.009831,7.561772
"Dpp9",0.0672064895802809,12.592777,11.528626
"Ramp2",0.064755012964433,58.221169,52.957719
"Lsr",-0.155343699689274,5.459553,8.612299
"Gramd1a",0.31084191801755,29.713047,19.141118
"Hpn",0.0864723020966753,56.099158,50.975836
"Gabrg1",-0.198025385733539,0,0.329694
"Ckb",-0.0329431220777607,171.738135,181.453323
"Sp1",0.0499072434157295,24.939289,24.269719
"Itgb7",0.243729478532336,49.887412,37.240867
"Myg1",0.371995533308731,47.014919,21.794843
"Rarg",0.532880552895575,42.828034,19.598361
"Pfdn5",-0.0365649713871985,132.145013,142.818867
"Efnb2",0.343533674067245,39.761643,28.322593
"Rrp15",0.0472831437430994,4.061732,3.367026
"Rnd2",0.0443043026086727,4.250942,3.585586
"Srr",0.36141938712063,27.506306,14.690828
"Sync",-0.0941570498798852,0,0.112278
"Fndc5",0.0760585888907084,1.135676,0.715122
"Acp5",-0.21373600935615,21.043735,32.189427
"Cnn1",-0.123264900347869,0,1.132406
"Fbxo9",-0.0626670006759351,20.144896,22.997526
"Vps50",-0.16813256541954,6.888281,9.875058
"Hars",0.0477583573015039,11.356435,9.88828
"Zmat2",-0.0427182731570355,21.415347,23.482426
"Ube2c",-0.0339385682487663,1.93005,2.550403
"Smg5",-0.015662749575089,15.373072,16.098918
"Cct3",0.463652388113003,85.421283,47.377854
"Glmp",-0.187831649405609,80.586822,104.389623
"Mef2d",-0.304032025911173,16.728306,25.006337
"Tmem79",-0.0566658964766287,0.787588,1.26031
"Snd1",0.120218309977272,35.58052,31.714473
"Col18a1",-0.227412712899556,26.489901,34.561425
"Slc19a1",0.152443737482354,16.38437,11.884041
"Kpnb1",-0.0386658506242998,28.784334,30.646039
"Npepps",0.171006831330043,24.383719,19.761261
"Tbx21",-0.013569103847896,1.273279,1.406389
"Mrpl10",0.0655375241474498,28.129763,25.81529
"Cyp51",0.161738452293648,11.675885,8.999734
"Tcf25",-0.480776756153888,58.146381,97.715284
"Tubb6",0.0668145533922377,7.507932,6.266983
"Def8",0.0946202019096969,19.656758,16.607599
"Meox1",0.0280532798821369,7.909056,7.541062
"Sost",-0.0795812653626786,0,0.08073
"Nkx2-1",0,0,0
"Pax9",-0.0711814520842839,0,0.02973
"Irx2",-0.10829181467426,4.202789,5.903347
"Col1a1",0.128454332968783,3.797431,2.880728
"Itga3",-0.126682681762105,14.749768,17.935768
"Sgca",-0.0795812653626786,0,0.396448
"Dlx3",-0.0503354398648348,0,0.024978
"Foxm1",-0.067397483993771,1.437295,2.000512
"Itfg2",-0.557855297890638,0.972162,8.222853
"Nrip2",0.0480706830770199,3.451344,2.86387
"Tulp3",-0.0694908829129801,7.834607,9.289888
"Gtf2h4",0.200937605568541,9.261178,4.370782
"Tubb5",0.153551377560163,146.123071,131.000321
"Ell2",-0.133517629134646,6.188858,8.195491
"Jup",0.113539164327713,136.142723,125.058789
"Fkbp10",0.421611874728487,9.75122,2.933903
"Klhl10",-0.0503354398648348,0,0.033172
"Mnx1",0,0,0
"Nom1",-0.530492331316474,2.88969,8.965949
"Ergic1",-0.28991168031637,17.569334,28.219089
"Tnk1",0.0750209920869871,2.58992,1.923086
"Acap1",-0.125642961377856,9.401548,12.609838
"Tcea3",0.00960630139312713,6.996309,6.909968
"Csn3",0,0,0
"Ifrd1",-0.0735337198506407,19.407153,23.261009
"Stk38l",0.00163546027101624,4.031308,4.109969
"Brpf1",0.0431251773658623,10.492343,10.007996
"Akr1b3",0.397176463957175,92.213336,55.458104
"Hoxc13",0,0,0
"Hoxc11",-0.0795812653626786,0,0.082745
"Hoxc8",-0.270681192037678,0,0.967043
"Hoxc6",-0.0837956836665867,4.241583,6.056202
"Gstt1",0.186492441512495,82.97054,65.151204
"Gstt3",-0.12182635072965,18.415292,23.630411
"Ddt",-0.0381767985466084,40.2465,45.112604
"Tat",-0.233153860961043,0,0.597352
"Marveld3",-0.323551842931989,0.648352,3.881344
"Ddx18",0.0332525717045549,15.585454,14.998738
"Ubl3",-0.568786127445094,43.600328,83.391161
"Gramd3",0.0621997487555941,15.171163,13.957652
"Eef1e1",-0.0770207984427334,6.861684,8.81551
"Akt1",0.0828865444739844,55.672016,52.13205
"Cldn15",0.314568197247491,37.19415,23.354983
"Il16",0.134313709483907,38.435688,33.645964
"Tcirg1",-0.216092640595951,23.749467,33.682267
"Naglu",-0.0421618317292634,9.87303,11.030215
"Coasy",-0.150029438009048,11.709354,16.164586
"Smo",0.00762875131217911,10.809273,10.921629
"Tspan33",-0.308986539896116,2.464871,7.471181
"Crnkl1",0.224862493425965,13.563395,8.965841
"Rin2",-0.167510208639184,22.083181,27.778742
"Folh1",0.0120461994623859,17.721665,17.804687
"Chordc1",-0.615208326658113,7.262811,21.244333
"Rtcb",-0.0534261438967114,27.435987,30.462028
"Pwp1",0.191811580131471,11.664448,7.880498
"Fbxo7",-0.0625199580035289,13.771337,15.917613
"Capns1",0.13214891088213,136.04255,121.021064
"Lrp3",-0.063444460413832,2.221244,2.78909
"Dsg4",0,0,0
"Evx2",0,0,0
"Hoxd13",0,0,0
"Hoxd12",0,0,0
"Folr1",-0.180134239224158,63.222886,83.893281
"Clpb",0.0901403685550282,36.012234,31.555442
"Septin7",0.14257249369461,53.710054,46.778875
"Zdhhc4",0.0649060497609799,20.179956,17.806979
"Rac1",-0.213143746954497,134.562975,168.006188
"Nup214",0.15120365728248,21.297856,17.768204
"Aif1l",-0.364657870463311,113.157409,160.634761
"Cpa3",0.424810355601309,27.005083,10.866592
"Ltbp1",0.438812601820592,32.216131,20.6238
"Ugp2",-0.203044714276961,32.646963,43.675635
"Kcnh6",0,0,0
"Trmt1",0.520962822717493,61.216568,21.120591
"Nacc1",-0.219136554477988,14.448501,19.88945
"Nfix",0.105446405151069,18.305355,15.977966
"Slc1a5",-0.15552229765513,16.860291,22.16092
"Uba1",-0.0754802572353714,55.599466,61.200173
"Vwf",-0.212490404813426,0.670849,1.442
"Siae",-0.12803743071837,6.186469,8.350627
"Vsig2",-0.55149674352303,0,12.334008
"Esam",0.170135307083653,87.895791,74.22095
"Spa17",-0.201188908137828,0,1.998377
"Fam50a",0.0863939948500132,14.888057,12.233169
"Emd",0.0492488796450949,18.497453,16.962469
"Taco1",-0.139653141882548,7.444029,11.593486
"Grik3",0.269548014855541,0.495148,0.071557
"Gria3",-0.0447563991934476,2.913645,3.356054
"Npas1",-0.0355934334579295,0,0.01593
"Sipa1l2",0.0618684313595459,13.510647,12.786633
"Ap4e1",0.00156992924433297,5.83714,5.959012
"Blvra",0.129868211886446,17.9329,13.057007
"Pdzd4",0.12421671780422,1.925751,1.184782
"Srpk3",-0.0424320176909578,2.459278,3.063782
"Idh3g",-0.253622192611319,63.848436,90.698246
"Pnck",-0.137803878201156,0,0.351344
"Ssr4",-0.145728695450279,52.7384,69.55787
"Bcap31",-0.0289079225004762,79.4205,84.367561
"Fam98a",0.044220757686606,10.008689,9.341205
"Ltbp2",0.00657361820323388,0.231131,0.219239
"Kmt2a",-0.800893351667076,10.903916,25.436411
"Ift46",-0.162983920822096,14.025324,22.027847
"Tmem25",0.358023696281165,19.282442,7.054124
"Cd3g",0.278445828373703,33.419734,18.554387
"Trappc6a",-0.00673713539197252,14.710143,15.396272
"Supt6",0.202554145242306,15.415537,12.133788
"Spag5",-0.299876479363848,1.181592,3.73301
"Foxn1",0,0,0
"Unc119",-0.116774730625185,5.014351,7.999656
"Rab34",-0.165699603964779,7.541154,12.700541
"Sdf2",-0.228084464151099,8.259598,16.273086
"Ccne1",-0.00841868625443531,0.811017,0.891927
"Hsf2bp",0.146525013828475,1.479494,0.307394
"Bbc3",0.259874517095241,15.404544,5.371545
"Mybpc3",0.195491013203437,4.059209,2.381713
"Psmc3",-0.00393183806582975,52.953228,54.537024
"Acp2",-0.190144608236155,7.821723,11.112953
"Rapsn",0.0738857839038278,5.206458,3.99881
"Slc39a13",-0.313396453462524,10.766344,20.799794
"Celf2",0.217406874219508,24.883972,19.238082
"Nr1h3",-0.276013175783469,2.852529,7.876191
"Ddb2",-0.0126904242925665,4.314031,4.619355
"Spi1",-0.175904441421203,20.371015,28.977984
"Sf3a1",0.279904774217822,16.992841,11.759387
"Stat6",0.00642911307977556,35.119923,35.50834
"Clgn",-0.0795812653626786,0,0.040492
"Napsa",0.377161871693417,134.563343,92.606255
"Vrk3",-0.309811658532945,11.529164,22.236245
"Smg9",-0.0279682292564836,7.255613,8.218705
"Paxip1",0.0842477317380066,9.133609,7.808775
"Rmnd5a",0.0624351489572046,29.884903,28.792538
"Mov10",-0.0282579850995894,8.80213,9.524614
"Ppm1j",0.0640744130777815,3.8464,2.967918
"Rhoc",0.104760555411714,51.666711,44.477348
"Prr27",0,0,0
"Tead3",-0.155728675333535,1.192985,2.552728
"Ppard",-0.0357091764604824,6.403806,7.154661
"Def6",0.0958538628214374,10.528371,8.506326
"Peg3",0.116676953695297,5.034418,4.173139
"Zim1",-0.100655569513015,0,0.031928
"Metrn",-0.0656096147059113,7.374816,9.479498
"Lmf1",-0.19678700500164,5.287525,9.46147
"Ciao3",-0.298449142903005,4.822588,10.622239
"Angptl4",0.163050587741166,5.431022,2.703477
"Dbf4",-0.245649471442883,1.261606,3.885425
"Daxx",-0.237074529680994,7.041648,12.869596
"Cd320",-0.32374841243713,2.903471,9.543535
"Ipo4",0.27779095812139,18.452398,10.95849
"Tm9sf1",-0.161873459883628,21.337315,28.251917
"Rec8",-0.230432638234944,0,0.63742
"Irf9",0.202378720436725,33.869923,26.208571
"Gmpr2",-0.0374701597467357,6.513729,7.421117
"Mdp1",-0.123360401672445,8.847894,12.049961
"Dhrs1",-0.0692199778960259,25.239666,29.267201
"Ncan",0,0,0
"Tmem161a",-0.330767030905042,10.74768,22.466551
"Armc6",0.151550826429647,6.340706,3.765699
"Borcs8",-0.0955259643617943,15.1287,20.908371
"Slc25a42",0.0527074321469794,10.824228,9.951788
"Snx9",-0.127927621361186,24.318764,29.105993
"Ranbp3",-0.106942871031487,16.164218,19.995786
"Ndufa11",-0.141222744949992,83.865485,111.663231
"Bmp8b",-0.0355934334579295,0,0.010962
"Nr2f6",-0.161398588068455,21.909342,28.520987
"Use1",0.00469432562056582,40.37144,41.476972
"Ocel1",-0.0641237119475875,9.927652,11.913153
"Dyrk1b",0.10511729496095,15.490758,12.90698
"Braf",-0.108858581025929,11.938702,14.387566
"Ndufb2",0.0949885311331347,109.96463,94.688992
"Hltf",-0.161460434735849,6.711272,9.200637
"Prpf6",0.317287910982827,40.234539,24.833404
"Rgs19",-0.0700835321204494,11.955058,14.598798
"Rgs20",0,0,0
"Abhd3",-0.00103827087523811,9.903384,9.769106
"Snrpd1",0.0310584948724895,18.070719,16.827227
"Tchp",0.310442647902629,8.933501,3.112974
"Tiam1",-0.0237971230302243,7.108324,7.588554
"Tsc2",-0.215430852269,15.705335,21.353612
"Rpl3l",-0.0795812653626786,0,0.128965
"Slc9a3r2",-0.45051443230537,38.560142,69.363465
"Puf60",-0.0090483005522568,46.988852,49.032953
"Golga2",0.0271547195799737,13.377865,13.032482
"Uck1",0.0149200479106479,18.816449,18.706806
"Scin",-0.0743218783074564,27.580823,31.049799
"Ikzf4",0.112654396400504,1.17198,0.716871
"Mien1",0.0722629597352356,54.658033,48.54351
"Pon1",-0.340617212866588,0,2.431796
"Axl",-0.147495420195556,33.484085,40.491089
"Tgfb1",0.0640543300816869,55.501294,52.684466
"Ccdc97",0.166628839926567,19.627243,15.120475
"Zfp40",0.318392405113793,7.461059,3.123929
"Akap8l",0.307368842888913,30.179511,18.281777
"Shh",-0.166859218240267,0,0.249671
"Pdcd2l",-0.0366220109150994,5.36831,6.386833
"Gtf2f1",0.0873555561438888,8.6775,6.885967
"Clpp",-0.0051282229530365,24.565661,25.456591
"Alkbh7",-0.0810963597732997,4.136323,6.441022
"Pspn",0,0,0
"Dennd1c",0.283485615613374,14.59554,6.711632
"Med6",0.0487995385745261,11.610669,9.251296
"Prkd1",0.10340785956579,6.310464,5.097063
"Lcp2",0.083615142507524,17.624121,15.849652
"Cse1l",-0.0482341718208499,17.309077,19.028588
"Naa20",0.278140934000668,48.714715,30.336494
"Prkra",-0.173286700869596,6.211937,10.650088
"Fkbp7",0.0579389542452766,6.21796,4.545971
"Plekha3",0.346120186908522,33.959792,20.634481
"Ykt6",-0.169872598691564,15.553105,21.110638
"Baz1b",0.199002399180227,24.507559,20.028365
"Pex6",-0.0718358674822976,11.634089,13.505636
"Mrpl2",-0.19084475546272,12.446478,21.538756
"Mea1",-0.0269073077067787,21.495349,23.686034
"Gnmt",-0.202692342464394,1.769359,5.970584
"Grin2d",-0.233153860961043,0,0.246083
"Kdelr1",-0.141435270735419,41.670174,52.186296
"Tmem143",0.120480507911964,17.405431,13.679064
"Pdxk-ps",-0.106758648456811,0,0.126427
"Ggct",-0.185534040235673,1.703502,4.135147
"Jag2",0.640956661622456,29.185446,7.056657
"Btbd6",0.167534822244763,13.155216,8.730523
"Nudt14",-0.125881001927269,5.651778,9.625489
"Epdr1",-0.251371871525357,0,0.695526
"Flii",0.172512630353726,31.662136,26.52395
"Top3a",0.252022508007673,6.772339,3.599075
"Atg4d",0.0105503524809887,14.660202,14.67021
"Qtrt1",0.272979860923902,19.731871,7.673896
"Plin4",0.139761327855565,0.782937,0.374614
"Hdgfl2",0.0941423686306351,20.751591,17.91921
"Chaf1a",0.0410498222913347,1.902447,1.682099
"Adprh",-0.0329264381317831,11.043593,12.020929
"Tmem39a",0.397524132921076,37.504612,11.703506
"Timmdc1",-0.20885485972785,5.33329,10.432574
"Pla1a",-0.092526995262439,12.345415,15.332666
"Mcm2",0.0335044224153833,11.45821,11.054945
"Tpra1",-0.236549625769856,13.807813,23.714004
"Nab1",-0.0817551498469715,12.648468,14.725184
"Adgre5",-0.245744866030654,53.772229,71.146683
"Il17ra",0.164479521419386,25.613203,21.008973
"Lamb1",-0.3237706891204,19.486749,28.625067
"Kcnn1",-0.15918107985603,0.526268,1.562918
"Arrdc2",-0.109369321480623,6.357283,9.173178
"Ppp1r17",0,0,0
"Cd36",-0.095068876181875,38.006974,43.635454
"Map2k7",0.270080778161033,30.32496,21.055098
"Timm44",-0.0372169320369267,19.024305,21.044805
"Ap2a2",0.0381128426849617,31.506831,31.105717
"Pnkp",-0.0974904888196715,9.844334,12.635489
"Med25",0.0551985125905823,28.470893,26.772768
"Bcam",-0.0737557364275272,75.982104,83.616904
"Clptm1",0.221591374352879,67.190125,54.695627
"Relb",0.30688429706494,16.745431,9.181286
"Tomm40",0.0128540911622466,25.889023,25.894486
"Apoe",-0.0424313304383084,298.196788,317.24287
"Apoc2",0.0121205766000028,4.114806,3.830467
"Hbp1",-0.161368446193324,31.476043,40.187377
"Prkar2b",-0.0291441634801277,3.470277,3.881519
"Cdkn1b",-0.0634490074324283,37.537171,41.713722
"Klf4",-0.46911813216143,3.598684,11.288507
"Ap1m1",0.165708392064188,38.834442,31.28652
"Rab8a",-0.150876736904092,35.2388,44.372287
"Hmgn2",-0.240790748492866,17.200418,29.256127
"Fam32a",-0.0895297221937223,16.091778,19.101553
"Elf3",-0.00744056220379541,7.05007,7.250257
"Cyp2c29",-0.449817280480843,0,3.069695
"Stard3nl",-0.0232377379040365,14.33674,15.556111
"Stk11",-0.0436021062783354,25.770956,28.238212
"Efna2",-0.174269951881728,0,0.374333
"Atp5d",-0.135662970962157,207.322285,244.094557
"Ppp5c",0.0796436949058847,37.239633,33.720284
"Cdk12",-0.0852160891858382,21.092205,24.049522
"Lipe",-0.079122069578105,6.711006,8.213035
"Pafah1b2",0.299114965799316,25.750279,17.747874
"Tbc1d8",0.154963588260232,5.462107,3.88502
"Cnot11",-0.316512819654534,3.541922,7.97989
"Slc2a3",0.137491642584502,6.180526,4.633848
"Foxj2",0.104039592276655,10.270833,8.950115
"Sri",0.0313634925966948,110.421881,109.015646
"Dgcr2",0.188515759772731,29.555957,23.833647
"Irf3",0.0141199652678381,23.683025,23.593786
"Bcl2l12",0.0109123186088951,10.120451,9.969777
"Zfp959",0.198025127941927,9.581622,5.536102
"Mpnd",-0.0567222442055684,29.237143,32.804279
"Sh3gl1",-0.164196202327958,11.686425,16.63951
"Ebi3",0.0536067649198344,4.632975,3.634896
"Yju2",-0.136500364751813,2.522918,4.563128
"Ranbp2",0.0247397885653093,25.090557,25.103259
"Edar",0.143240044408547,0.845333,0.305414
"Grk5",-0.0560087726921452,7.760659,8.918771
"Dvl3",0.0359189486012195,12.647614,12.141093
"Abcf3",-0.627754946135727,7.044482,24.906292
"Eif2b5",-0.230254293233376,9.807251,15.774685
"Cyth2",0.0475373883144332,32.971906,30.86274
"Sult2b1",-0.251371871525357,0,1.489992
"Car11",-0.251371871525357,0,2.197907
"Dlgap1",0.0479392111452999,0.572336,0.388109
"Plag1",0.0946986425845626,1.328739,0.859724
"Hck",-0.0176002855881841,13.124316,13.923493
"Mrpl4",-0.0725806867810679,31.676877,36.778511
"Keap1",0.0301075667678976,13.663667,13.285418
"Ap1m2",0.232168885423453,27.214069,18.179964
"Glg1",0.115534252499724,33.379482,30.540078
"Atp8b3",0,0,0
"Btbd2",0.125889061322706,19.652302,16.206845
"Csnk1g2",0.110252470849364,38.970965,34.172102
"Abhd17a",0.212921519694307,45.895953,34.055881
"Mob3a",0.182938022855966,30.506908,23.3753
"Cacnb3",-0.0680074684669769,2.55896,3.385797
