UniqueCount	AmbigCount
0	11
0	11
12	18
0	0
16	36
28	156
0	156
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
28	1
0	0
0	0
0	0
0	600
20	524
0	81
0	167
6	153
5	122
10	45
6	383
1	372
6	247
9	10
0	10
0	0
0	0
0	0
0	0
0	0
35	480
1	480
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
407	636
0	631
1333	393
71	0
668	537
0	533
44	3
0	2
0	0
21	1
28	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8025	200
16	367
93	368
0	0
0	0
0	22
0	22
14	44
9	44
6	6
0	6
63	45
15	45
2003	1116
4	1095
3746	13815
209	13779
546	18
378	1
4	0
5	609
291	619
5	0
1	0
0	0
2	2
0	2
8	4
0	4
33	43
0	42
72	1
3	7
0	7
21	12
0	11
7	0
18	0
23	31
0	30
99	5
141	37
5	12
0	12
67	2
97	34
41	7
70	3
40	1
0	0
26	12
0	12
1	0
0	0
0	8
0	8
173	17
1	10
0	10
18	5
79	40
0	40
4	0
40	0
1	0
1	1
0	1
42	0
0	0
13	16
0	16
13	8
19	7
0	0
0	0
40	2
6	0
6	1
34	8
42	3
0	4
0	4
45	9
3	7
0	7
0	2
0	2
17	21
0	14
92	25
11	10
0	10
33	0
36	9
26	13
3	0
0	0
21	16
0	16
14	0
23	1
46	1
70	11
12	12
91	9
53	11
17	3
31	28
0	28
1	5
0	5
0	0
0	3
0	3
0	1
0	1
7	0
0	1
0	1
78	3
46	1
0	12
0	3
21	15
0	15
43	31
0	31
0	0
53	7
71	8
6	17
94	4
50	1
29	12
12	29
0	29
3	0
66	12
23	26
0	23
75	6
23	0
6	6
0	6
57	8
8	49
0	48
0	0
46	33
0	27
45	8
64	3
0	0
74	1
8	1
0	6
0	6
81	28
80	6
32	7
77	5
9	14
31	9
22	39
0	26
30	3
66	11
8	22
0	22
0	0
8	1
6	21
0	15
0	0
1	2
0	2
0	0
0	0
84	0
121	4
16	0
0	2
0	2
30	9
30	3
0	2
0	10
10	10
36	10
34	1
0	0
0	0
38	38
0	20
14	17
127	5
22	2
0	13
0	3
0	0
0	0
3	0
0	0
1	0
3	3
0	3
17	43
0	43
8	7
0	6
21	0
3	8
0	8
0	0
63	8
0	0
0	0
0	0
0	0
35	8
5	0
6	0
49	1
33	11
43	14
0	14
14	1
86	10
3	1
0	1
31	52
0	52
0	0
0	11
0	0
0	11
11	3
0	0
20	33
0	31
31	15
0	8
0	8
0	6
29	13
1	3
0	0
0	0
18	14
5	6
0	5
25	11
0	5
0	5
4	20
0	18
6	1
6	3
0	0
4	11
0	8
9	2
0	2
0	1
0	1
0	0
0	0
10	14
13	10
7	17
0	4
27	8
0	0
0	0
77	0
21	14
0	11
0	11
38	14
0	1
0	16
0	15
12	13
1	0
0	0
8	18
0	9
0	10
0	0
0	0
10	4
36	4
19	1
44	6
13	21
0	21
5	17
0	13
34	34
0	31
0	18
18	15
0	1
0	1
2	6
0	1
7	0
0	2
0	2
4	12
0	12
1	2
0	2
20	0
2	1
8	8
0	8
25	7
17	4
298	15
103	13
52	40
0	40
19	0
87	12
68	8
147	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
372845	3425
169137	1574
3717948	1199063
4	1024687
38160	485
1321	912070
2701	4011287
9722	294198
499	19862
173597	107548
176154	1585
16596	268
760375	7507
0	550
0	0
0	0
152	1166
412	1166
177	5
0	0
0	0
0	19
0	0
0	0
19	6
3	2
0	0
6	10
0	0
0	0
0	0
0	19
10	317
0	7
0	0
0	0
0	0
0	40
0	0
0	0
0	0
0	40
0	1
0	0
0	0
0	0
7	47
0	8
0	0
0	0
0	211
54	55
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	20
0	0
0	0
0	20
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	90
23	90
21	195
25	2
0	193
0	0
0	0
371	794
10	798
61	613
6	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
563	1056
24	1060
0	27
0	0
0	0
0	0
208	1057
0	928
13	975
81	90
4	906
13	854
0	601
241	465
41	906
18	275
0	286
0	70
0	236
0	0
0	0
0	0
0	0
9	1
0	0
2	1
0	1
272	1940
0	1563
0	1980
0	1728
6	62
0	250
0	278
0	52
1058	7
1	4
3711	416
19	376
132	1194
73	1176
0	95
0	0
2	1868
20	1725
7	283
0	450
0	1194
0	406
0	458
2147	1061
2	702
0	48
11	291
0	470
0	185
141	471
0	0
0	0
0	0
0	0
0	0
241	1136
4	702
4	48
0	71
44	3
18	18
16	436
43	0
726	96
2	87
2	157
0	362
1	270
147	364
2	229
0	171
1	168
13	2
1	0
1	127
10	54
73	114
0	0
0	0
3	0
12	1360
25	288
1	129
9	1207
1	92
4	12
1	1
3	220
6	132
0	383
4	29
0	5
144	74
31	74
1	0
0	0
0	0
0	0
0	0
0	0
315	56
1	55
4	0
454	106
5	103
1	78
10	0
0	0
201	653
3	663
0	627
10	36
20	1
3	7
845	5
0	0
0	0
0	0
0	0
1994	21
4	21
0	15
0	6
205	52
9	21
1	0
0	0
1529	3582
41	3256
15	313
21	374
8	339
3	1
0	13
5	59
6	251
0	70
11	73
0	325
183	1015
11	2
0	272
0	35
0	66
86	685
45	28
616	10659
9	1852
97	9931
0	0
0	0
0	0
0	0
0	0
0	444
33	472
6	444
0	474
0	57
4	42
1403	1352
81	0
94	342
0	1340
0	14
60	66
0	66
17	40
0	40
1	0
0	3
0	3
0	0
0	3
1521	632
0	124
3	115
0	258
0	241
0	1
0	1
0	0
0	1
285	221
1	151
0	145
0	180
0	55
1	108
0	68
6	66
767	6
70	121
48	121
808	624
0	118
3	512
1253	19
59	1
2	9
0	9
0	3
0	0
0	0
0	3
0	9
91	91
0	91
0	609
0	601
0	609
10	381
95	330
0	634
0	0
0	0
0	0
0	1
2	1
0	0
0	0
0	0
0	0
6	7
0	4
0	3
177	78
5	78
32	196
1	196
24	23
1	0
0	0
0	3
112	4
108	1132
0	1028
0	120
33	824
45	56
8	282
0	185
8	256
4	253
0	190
196	555
8	549
85	1503
0	1159
41	292
0	333
0	140
11	2
0	0
0	1
0	0
0	1
0	0
72	647
2	185
0	63
12	85
0	47
35	623
391	2542
4	827
24	187
2806	955
57	395
88	876
164	7
0	745
55	1636
235	2025
1057	2151
65	1947
14	2020
3	1170
4	1202
30	1134
0	54
4	31
0	6
0	1178
992	173
15	5
2	4
0	2
0	11
0	155
11	765
0	765
0	6
0	6
9222	1234
18	1
0	0
3420	1380
16	1203
0	342
59	561
0	195
1899	672
0	651
0	0
0	0
0	0
0	0
10	52
1	45
0	5
0	1
0	7
0	5
1	0
71	1
0	0
0	0
0	0
44	126
3	105
4	37
1	0
0	0
0	0
0	0
3	0
0	0
287	1105
0	1058
0	0
0	61
10	26
0	7
27	42
2	1
5	686
0	446
7	558
12	32
11	636
0	28
0	226
2	106
193	370
0	71
22	347
2	246
0	129
0	0
0	0
0	0
0	0
0	0
0	0
0	9
0	8
1	1833
143	1839
0	83
0	93
2	31
8	152
0	23
3	31
33	209
0	209
3	7
2	0
0	6
0	3
3	3
0	3
0	0
0	2
0	0
0	2
0	0
0	0
0	689
0	960
9	710
1	958
1	6
19	537
1	553
0	257
49	47
0	43
2	9
0	7
0	20
0	21
0	0
0	412
30	34
1	51
0	50
0	0
1268	890
0	672
38	287
262	2
135	0
11	0
132	0
189	2
0	0
0	0
0	0
0	0
211	217
0	81
0	60
0	133
1	52
6	0
3	53
0	53
114	2057
0	2056
2	222
42	21
15760	1659
15	379
0	480
0	216
3	111
2	198
2	37
4	84
4	2483
0	0
0	55
0	63
0	66
0	64
0	19
0	60
51	0
26	2
40	1135
0	927
9	1151
0	0
213	3
76	3
0	0
0	0
1	2042
386	2184
41	5
23	689
37	6
108	0
11	51
10	0
43	8
0	3
0	4
0	3
19	203
0	198
7	159
0	149
3	156
0	156
0	81
0	21
0	210
0	858
143	954
27	555
16	474
2	104
12	35
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	2
0	2
0	0
0	0
0	0
40	393
0	393
5	127
118	227
0	27
58	166
74	76
0	2
1	4
0	2
0	2
0	1
0	1
0	136
2204	826
186	732
52	1437
2	55
2	54
13	18
0	228
1	38
0	28
10	1436
0	14
0	11
0	4
0	7
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
797	115
0	107
740	565
4	3
62	419
4	41
0	151
1017	95
0	89
4	39
2	39
1	15
0	0
4	0
85	6468
9	6442
0	386
1	934
55	603
0	713
0	172
10	132
0	0
332	780
142	778
8	927
1	149
0	0
0	0
355	124
0	119
10	957
0	957
3	943
2	373
0	630
3	630
3	658
0	33
0	4
9	20
0	16
0	0
20	751
0	786
10	10
24	7
7	57
777	2420
12	5093
0	31
18	535
25	404
0	4825
279	191
0	225
66	50
18	8
222	35
0	43
26	1267
26	1306
47	1308
21	265
2	10
25	4
28	3
12	85
7	17
9	50
65	74
7	651
0	6303
1	6299
0	6301
27	0
4	2215
1	5125
0	1953
0	3296
4	5165
0	0
0	0
0	0
0	0
0	0
0	0
0	920
0	942
0	942
0	810
5	782
0	587
3	22
16	1
3	74
5	949
8	336
4	336
24	233
0	32
0	0
0	331
0	1
0	3
107	130
9	83
1	123
2	69
0	1
0	0
1	0
0	17
8	172
0	0
14	0
89	151
0	47
0	151
0	39
1	172
0	146
0	169
0	51
0	12
1	29
46	49
4	49
4	1
9	706
4	124
25	615
0	3
8	601
0	0
0	0
0	0
0	0
76	177
27	172
5	14
9	0
0	0
1264	23
0	3
0	0
2	0
5	3
3	780
0	695
135	68
7	0
4	61
26	54
2	0
71	15
0	11
6	4
1	2
1	260
0	265
0	363
0	123
0	48
0	0
3	56
0	53
0	83
5	5
0	4
0	14
5	72
5	67
2669	3216
13	3193
7	820
7	53
82	421
725	1131
9	861
6	12
2	399
0	207
68	113
6	1324
45	4
120	880
27	0
22	8
29	261
0	274
0	602
863	235
18	135
760	3006
20	1825
1	1818
0	1433
0	794
5	787
1	543
0	176
3	37
3	155
0	205
21	11007
22	43021
7140	40586
12	19612
0	32491
0	2111
3	2111
0	0
0	0
0	0
5761	707
89	305
29	82
9	87
3	153
1	108
1215	296
0	71
1	214
737	4109
0	3487
66	1113
68	1478
2	613
0	282
1	353
418	233
0	35
5	196
3	53
7	36
263	92
1	31
1	89
8	0
0	0
2	0
0	593
80	352
11	1809
0	1
78	2348
27	161
0	536
0	2212
28	1354
2	1317
0	1328
0	41
0	20
0	0
0	0
0	125
0	3
0	3
0	5
0	0
4	3
0	1
0	10
0	6
0	6
0	9
0	129
0	1
6	585
15	565
2	513
3	106
0	0
0	0
0	0
0	0
7	234
5	142
0	35
2	144
1	22
0	11
1562	882
4	371
50	200
0	170
58	99
494	258
1	87
0	55
7	75
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	40
8	40
0	0
0	0
0	0
0	0
0	0
72	163
29	31
1078	156
4	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
113	1
0	0
0	0
0	0
0	0
0	0
247	1
0	1
519	2
919	700
11	693
57	26
0	1
1	1
0	1
0	1
0	0
0	0
0	1
0	1
2	1298
0	1907
1	1390
104	270
15	63
14	140
16	130
0	1215
591	1372
0	306
21	1368
3	75
26	4445
24	4444
91	9
23	901
4	693
0	175
0	133
0	0
0	0
0	0
1	4
0	4
0	1330
0	1306
0	1099
5	921
7	54
0	45
0	0
7	0
117	0
0	0
0	441
0	668
25	836
3	488
0	598
0	608
0	0
0	0
29	37
0	37
0	0
0	0
0	0
0	80
27	94
21	78
2	11
0	99
0	62
2	100
19	13
0	13
0	0
0	0
969	261
7	251
7	126
0	0
0	0
0	0
0	0
0	0
0	0
1372	26
5	21
200	2060
0	346
0	62
19	208
1	28
0	1238
0	0
0	0
0	0
3	645
5	651
7	518
1	158
0	40
11	18
0	18
0	1144
45	237
0	972
0	722
0	194
2	3
0	1144
242	2
2	0
6	1
0	1
8	381
33	346
3	323
12	70
3	16
699	729
0	184
16	59
8	123
3	146
0	690
2	51
8	51
0	31
19	0
0	0
0	0
0	188
0	834
34	650
0	924
4	481
16	7
58	683
10	50
0	850
10	131
24	537
36	374
1	0
0	0
0	0
0	0
0	44
135	304
11	302
4143	571
33	529
81	116
0	0
0	0
0	3769
2	2575
7	3900
195	3753
0	3234
2187	133
5	109
32	0
2259	1550
2	732
12	1003
14	1091
4	3641
28	3641
21	423
0	351
1	410
19	14
7	6
0	3640
0	2151
0	107
17	107
0	480
77	499
34	381
1	196
161	8
0	0
0	0
0	751
14	762
23	768
0	754
0	203
1	37
7	25
1	1
3	86
0	0
366	1
5	297
6	287
5	271
2	79
0	16
0	52
0	128
0	51
1	5
10	20
0	19
1	3
0	381
0	0
0	0
5	284
1	232
1	97
2	80
0	5
3	104
3	48
3	77
2	80
9	92
0	89
0	13
0	0
0	23
33	553
36	554
3	115
6	94
0	10
0	21
3	121
0	0
0	0
0	32
0	32
0	32
0	28
0	44
0	36
0	32
0	32
2	12
250	4
445	319
0	380
74	252
483	1189
0	1117
0	1153
6	51
0	120
3	106
25	50
333	117
0	109
1	4
0	37
0	0
3	124
0	124
0	6
0	0
5	0
0	0
1	5987
73	3158
151	2
89	882
0	1001
0	1380
2	201
18	0
18	4042
12	14
6	800
1	0
21	193
0	0
0	0
0	0
0	0
24	32
0	30
0	2
22	38
0	0
0	37
0	0
0	0
0	5
2	24
15	144
0	144
0	143
0	144
0	142
0	76
0	70
0	59
2	45
0	15
40	2
0	2
0	0
0	0
10	17
0	13
0	5
0	3
0	2
0	2
35	195
0	74
0	164
0	66
0	79
0	57
0	4
0	0
29	1509
1278	3089
14	510
6	309
14	911
3	397
44	128
0	161
0	2060
0	1605
0	24
2	625
0	24
821	625
0	24
853	8
0	0
0	217
0	180
0	6
0	10
0	134
0	7
2	9
0	7
0	5
0	35
0	16
0	217
0	0
0	0
0	11
8	60
0	11
0	11
0	0
0	18
26	49
0	0
0	1
0	1
0	0
0	0
1816	485
0	420
0	2
0	2
0	0
7	0
1	318
7	97
327	1717
13	1703
0	0
0	0
1	10
3	464
0	404
2	103
0	167
4	113
6	166
0	58
109	218
0	171
0	62
0	22
22	5
2	5
6	0
0	0
2	3
0	0
0	3
0	970
0	1015
5	960
265	1037
39	0
0	41
1	53
0	26
0	0
66	105
6	98
13	318
14	0
179	523
58	523
21	28
3	150
0	254
3	254
7	227
0	0
0	0
0	0
0	0
0	0
0	0
0	13
42	1361
3	183
0	1165
50	325
3	132
14	1
6	44
0	0
12	175
0	172
3	0
1	165
2	131
8	138
2	18
1158	127
0	120
13	795
0	839
32	387
0	0
103	660
0	659
0	651
1	172
3	0
0	0
0	0
205	176
2	16
32	21
17	37
1	28
0	34
4	0
0	86
3	42
2	59
0	74
0	6
0	86
3091	768
2	719
0	451
53	85
0	500
12	504
0	89
2	30
5	17
46	148
8	148
0	146
0	1654
154	1654
11	39
21	24
0	223
7	1475
1	1024
39	331
3	1475
0	1463
737	8
0	30
0	23
0	2
0	30
41	147
1	147
267	1472
6	1261
1	278
0	135
0	0
6	191
6	0
0	0
1	627
4	248
0	627
0	584
2	21
655	467
0	457
20	315
6	152
0	0
0	0
0	0
26	916
2	916
181	1
0	190
0	168
3	24
0	0
10	101
18	17
0	0
0	0
0	0
0	0
0	0
0	0
0	0
14	556
0	556
0	26
0	28
0	13
0	1
0	28
0	11
0	4
0	4
0	10
190	89
38	19
75	83
2164	37
20	54
171	0
6	1423
0	1410
0	545
0	92
0	47
9	113
0	57
0	127
0	722
0	530
44	18
0	1449
728	54
2	46
339	594
0	208
4	378
0	87
2	228
3	199
0	188
688	5
3016	708
0	0
2	0
0	7458
0	549
0	386
5	2756
46	7445
43	453
1672	765
0	262
18	36
4	34
40	116
3	45
0	41
0	52
231	1
124	990
5	770
0	985
0	908
0	78
4	288
4	184
0	236
0	211
0	88
0	0
0	0
16	1024
0	809
1	1030
1	11
4	525
22	641
1	331
16	7
452	82
2	24
3	66
0	1
4	1582
0	994
0	1635
4	86
0	1128
0	977
0	36
0	0
171	0
0	0
1946	64
0	50
0	0
0	0
95	537
765	1727
1	1110
8	56
3	62
9	191
12	47
106	1616
2	109
7	667
10	495
1	279
28	530
1	435
11	306
0	484
0	47
0	0
0	91
0	13
0	11
0	1
8	1
5	1357
18	951
5	1407
0	1093
0	56
36	643
0	73
2	31
73	114
15	42
0	0
0	0
26	175
4	159
0	159
0	131
12	166
6	165
2	3
83	4676
172	4517
0	587
137	557
0	14
6	18
0	0
355	255
3	30
2	106
7	68
0	31
0	21
0	81
0	2
1	81
2	14
13	84
1	2
1	76
3	10
166	294
20	276
3	120
2	311
201	701
0	480
0	259
0	271
25	0
0	619
439	959
0	796
2	234
0	0
0	0
2	54
2	54
0	74
0	78
0	70
0	49
0	39
0	85
0	77
0	84
824	84
0	5
0	69
529	557
6	380
0	174
14	2
29	761
4	121
42	2364
0	2416
0	627
0	160
111	883
38	669
9	235
0	13
789	1082
0	1076
4	0
0	0
2	0
0	0
43	126
0	1830
0	1830
140	1832
0	19
0	15
0	18
336	33
0	0
0	0
0	0
161	7
20	2687
0	170
11	2687
40	2
4	890
0	884
4	64
3	1789
3	589
9	1135
0	1562
0	1399
0	173
3	629
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	184
0	768
23	162
3	638
0	766
420	9
0	0
0	0
0	0
4	1831
181	1832
87	899
9	918
0	5
53	238
0	11
14	31
96	10
0	448
0	0
0	0
21	3
1106	16
1	5
0	5
0	0
0	0
9	54
0	41
0	19
0	2
98	32
5	0
1045	710
8	531
0	460
42	157
5	131
0	130
0	0
0	0
71	786
13	786
2	597
0	597
0	74
44	0
90	477
4	380
6	25
0	375
30	182
0	12
2	2
0	0
0	2
1397	1131
4	1116
136	305
3	303
0	3
1	43
1	52
3	52
3	0
0	456
6	438
0	441
2	90
7	124
0	48
0	0
21	37
285	1962
36	1959
39	150
0	59
0	466
0	0
49	294
0	97
0	261
49	290
0	252
0	0
28	132
7	108
6	86
7	24
279	132
0	128
5	0
6	12
0	7
981	2301
7	2269
206	247
128	274
18	87
0	86
0	53
0	32
0	15
0	47
0	16
0	67
1030	727
5	671
0	178
8	200
0	640
0	624
63	22
0	30
0	29
0	12
0	0
6	426
15	423
1	253
7	279
1	332
0	0
0	0
3	246
27	1725
32	1725
0	0
0	54
0	1710
30	0
6	62
0	26
1	30
0	46
0	46
0	62
70	650
25	640
2	95
17	67
6	27
10	74
22	4
8	25
6	36
19	45
5	43
6056	1409
12	214
52	3
0	1263
4	9
59	152
17	229
3	190
0	17
0	12
0	318
8	20
0	10
1	1247
0	1293
0	1305
455	21
63	0
0	8
5	30
5512	2379
115	82
0	936
0	172
1	560
0	1082
0	160
10	827
10	123
30	3772
34	3190
3	3919
0	1337
18	1889
25	320
3	19
19	286
0	47
2	28
3	24
148	38
5	0
59	37
0	33
172	2166
16	1852
3	356
1	567
0	20
1746	259
0	60
0	88
2	81
0	9
171	1995
0	942
77	7
1	795
0	137
12	598
9	1238
0	1457
0	0
0	159
267	159
66	0
0	33
11	206
0	201
1	26
0	17
3	15
0	22
0	8
0	1
0	0
0	0
0	124
0	19
120	143
0	460
17	91
0	349
26	550
8	519
2	252
1	34
0	84
2	124
0	12
0	20
0	146
0	38
82	529
0	529
5	1
0	51
1282	96
0	30
23	0
2987	32
86	20
0	18
0	6
0	6
6	195
0	639
36	538
46	496
30	235
40	241
0	124
1	106
4	37
2	0
0	129
0	119
0	111
0	124
0	134
1	1105
0	1092
14	4
0	3
13	1
1	1816
2325	767
2	152
267	506
0	119
0	946
481	951
0	88
0	105
0	76
0	83
0	17
0	25
139	1816
0	0
0	1092
3	1002
876	10
8	1
5	852
30	918
27	71
5	266
0	890
3	195
16	112
11	214
1	159
0	11
0	16
0	211
0	614
14	84
18	186
0	287
0	185
0	631
0	671
4	11
0	15
0	0
4	282
0	267
2	296
4	114
13	17
0	12
714	11
47	78
0	8
6	41
0	17
0	82
0	71
0	55
0	82
3	0
9	27
0	48
0	46
0	58
90	53
1402	3388
36	3333
219	1015
2	10
3	32
29	167
7	77
0	0
25	0
0	233
1	28
0	227
1	238
2	79
0	122
0	199
0	47
0	235
0	200
0	14
0	197
0	47
0	10
0	51
0	60
0	13
2766	123
144	103
0	0
0	0
0	0
2	336
1241	346
173	176
0	152
2	24
149	2895
7	3180
13	3028
50	2781
14	268
0	708
0	0
1542	1813
299	2433
0	848
146	171
1709	20
125	986
7	916
0	873
174	0
9	319
67	343
2	319
0	68
0	44
19	57
0	4
0	2
1307	100
5	75
4	154
0	1030
0	6917
2	6
9	2109
58	0
194	7305
0	6316
25	5831
26	2332
15	251
28	941
0	2637
74	17
0	7119
0	32
0	16
0	16
2	10
0	0
0	0
0	0
0	2
19	2
5	31
786	407
5	401
4	11
466	529
0	20
0	502
0	20
0	20
0	16
0	20
4	6
0	5
0	3
0	2
0	153
0	38
0	153
0	3
0	3
0	0
74	36
5	36
0	0
8	0
1091	558
0	467
0	551
138	420
0	6
0	6
0	0
532	441
4	153
2	0
22	97
4	17
0	410
0	241
30	241
2	241
12	6
2	308
7	397
0	42
4	262
1	22
2	50
0	41
0	356
6	4
0	42
0	121
1	50
9	694
1	664
0	4
0	8
0	0
30	686
0	0
0	0
0	0
0	0
0	0
120	1
0	0
567	771
4	477
0	11
0	40
0	43
0	34
0	14
13	0
0	697
347	41
0	41
249	102
7	97
0	79
0	0
0	0
0	0
116	118
0	116
21	2073
0	3179
0	101
15	147
5	31
0	3174
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	100
78	100
1	28
0	6
0	6
6	0
434	5
0	494
147	679
2	274
1	181
0	116
0	297
6	65
0	103
0	57
0	18
4	6
1	6
0	33
0	387
0	404
0	0
0	0
42	138
0	401
3	395
2	10
25	401
3	159
1	53
0	101
1	91
1165	10587
20	3216
9	4568
0	9675
41	115
2	115
10	175
38	204
23	146
0	156
8	84
0	32
0	2
318	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2021
21	339
0	315
0	49
3	159
0	178
4	5
19	118
4	28
0	12
0	15
6	245
348	310
0	157
1	222
4	0
1	52
0	0
0	0
0	0
0	0
0	52
4	44
0	52
0	6
0	21
0	46
8	779
3819	1924
10	311
40	250
0	426
0	177
0	280
853	2400
9	2257
50	2047
0	335
0	310
4	196
1	192
0	45
0	20
0	0
0	1166
14	961
7	1042
4	1085
0	0
0	0
0	0
365	259
0	215
0	50
0	38
